total_value,cash,positions,total_return,total_trades,win_rate,sharpe_ratio,max_drawdown,volatility,date
11571.599664005034,11571.599664005034,0,0.15715996640050345,22,0.7272727272727273,0.8373533964983016,0.054932351600197646,0.1264973020475289,2023-09-07
11571.599664005034,11571.599664005034,0,0.15715996640050345,22,0.7272727272727273,0.8355152696625389,0.054932351600197646,0.12629714137647713,2023-09-08
11571.599664005034,11571.599664005034,0,0.15715996640050345,22,0.7272727272727273,0.8336851099896807,0.054932351600197646,0.12609792785052823,2023-09-11
11571.599664005034,11571.599664005034,0,0.15715996640050345,22,0.7272727272727273,0.8318628556188762,0.054932351600197646,0.12589965402362466,2023-09-12
11571.599664005034,11571.599664005034,0,0.15715996640050345,22,0.7272727272727273,0.8300484453673159,0.054932351600197646,0.12570231253140327,2023-09-13
11571.599664005034,11571.599664005034,0,0.15715996640050345,22,0.7272727272727273,0.8282418187206685,0.054932351600197646,0.12550589609004642,2023-09-14
11571.599664005034,11571.599664005034,0,0.15715996640050345,22,0.7272727272727273,0.8264429158236853,0.054932351600197646,0.12531039749515288,2023-09-15
11571.599664005034,11571.599664005034,0,0.15715996640050345,22,0.7272727272727273,0.8246516774709622,0.054932351600197646,0.1251158096206282,2023-08-30
11571.599664005034,11571.599664005034,0,0.15715996640050345,22,0.7272727272727273,0.8228680450978618,0.054932351600197646,0.12492212541759358,2023-08-31
11571.599664005034,11571.599664005034,0,0.15715996640050345,22,0.7272727272727273,0.8210919607715901,0.054932351600197646,0.12472933791331366,2023-09-01
11571.599664005034,11571.599664005034,0,0.15715996640050345,22,0.7272727272727273,0.8193233671824239,0.054932351600197646,0.1245374402101422,2023-09-04
11571.599664005034,11571.599664005034,0,0.15715996640050345,22,0.7272727272727273,0.817562207635089,0.054932351600197646,0.12434642548448556,2023-09-05
11571.599664005034,11571.599664005034,0,0.15715996640050345,22,0.7272727272727273,0.8158084260402814,0.054932351600197646,0.12415628698578374,2023-09-06
11571.599664005034,11571.599664005034,0,0.15715996640050345,22,0.7272727272727273,0.8140619669063327,0.054932351600197646,0.1239670180355085,2023-09-07
11571.599664005034,11571.599664005034,0,0.15715996640050345,22,0.7272727272727273,0.8123227753310164,0.054932351600197646,0.123778612026178,2023-09-08
11571.599664005034,11571.599664005034,0,0.15715996640050345,22,0.7272727272727273,0.810590796993488,0.054932351600197646,0.12359106242038821,2023-09-11
11571.599664005034,11571.599664005034,0,0.15715996640050345,22,0.7272727272727273,0.8088659781463649,0.054932351600197646,0.12340436274986002,2023-09-12
11571.599664005034,11571.599664005034,0,0.15715996640050345,22,0.7272727272727273,0.807148265607932,0.054932351600197646,0.12321850661450263,2023-09-13
11571.599664005034,11571.599664005034,0,0.15715996640050345,22,0.7272727272727273,0.8054376067544817,0.054932351600197646,0.12303348768149182,2023-09-14
11571.599664005034,11571.599664005034,0,0.15715996640050345,22,0.7272727272727273,0.8037339495127777,0.054932351600197646,0.12284929968436388,2023-09-15
11571.599664005034,11571.599664005034,0,0.15715996640050345,22,0.7272727272727273,0.8020372423526433,0.054932351600197646,0.12266593642212424,2023-09-18
11571.599664005034,11571.599664005034,0,0.15715996640050345,22,0.7272727272727273,0.8003474342796733,0.054932351600197646,0.12248339175837063,2023-09-19
11571.599664005034,11571.599664005034,0,0.15715996640050345,22,0.7272727272727273,0.7986644748280627,0.054932351600197646,0.12230165962043056,2023-09-20
11571.599664005034,11571.599664005034,0,0.15715996640050345,22,0.7272727272727273,0.7969883140535543,0.054932351600197646,0.12212073399851299,2023-09-21
11571.599664005034,11571.599664005034,0,0.15715996640050345,22,0.7272727272727273,0.7953189025265013,0.054932351600197646,0.12194060894487362,2023-09-22
11571.599664005034,11571.599664005034,0,0.15715996640050345,22,0.7272727272727273,0.793656191325042,0.054932351600197646,0.12176127857299365,2023-09-25
11571.599664005034,11571.599664005034,0,0.15715996640050345,22,0.7272727272727273,0.7920001320283847,0.054932351600197646,0.12158273705677192,2023-09-26
11571.599664005034,11571.599664005034,0,0.15715996640050345,22,0.7272727272727273,0.7903506767102012,0.054932351600197646,0.12140497862972996,2023-09-08
11571.599664005034,11571.599664005034,0,0.15715996640050345,22,0.7272727272727273,0.788707777932127,0.054932351600197646,0.12122799758422977,2023-09-11
11571.599664005034,11571.599664005034,0,0.15715996640050345,22,0.7272727272727273,0.7870713887373674,0.054932351600197646,0.12105178827070412,2023-09-12
11571.599664005034,11571.599664005034,0,0.15715996640050345,22,0.7272727272727273,0.785441462644401,0.054932351600197646,0.12087634509689921,2023-09-13
11571.599664005034,11571.599664005034,0,0.15715996640050345,22,0.7272727272727273,0.7838179536407889,0.054932351600197646,0.12070166252712922,2023-09-14
11560.606644324229,567.5869635194467,1,0.1560606644324229,22,0.7272727272727273,0.7764258821879496,0.054932351600197646,0.12053305716005563,2023-09-15
11698.582774717626,567.5869635194467,1,0.16985827747176263,22,0.7272727272727273,0.8440633160905273,0.054932351600197646,0.12075535100581156,2023-09-18
11795.45636499482,567.5869635194467,1,0.17954563649948196,22,0.7272727272727273,0.8907587685749825,0.054932351600197646,0.12076360673245581,2023-09-19
11783.8931930235,11783.8931930235,0,0.17838931930234994,23,0.7391304347826086,0.8830883553865961,0.054932351600197646,0.1205970655853365,2023-09-20
11783.8931930235,11783.8931930235,0,0.17838931930234994,23,0.7391304347826086,0.8813458897639984,0.054932351600197646,0.12042541194713167,2023-09-21
11783.8931930235,11783.8931930235,0,0.17838931930234994,23,0.7391304347826086,0.8796102289024385,0.054932351600197646,0.1202544891872784,2023-09-22
11772.698494490127,577.9999611178027,1,0.1772698494490127,23,0.7391304347826086,0.8721777341726654,0.054932351600197646,0.12008979336887071,2023-09-25
11939.000593715667,577.9999611178027,1,0.19390005937156674,23,0.7391304347826086,0.9502017738036069,0.054932351600197646,0.1204697975257671,2023-09-26
11991.07113914977,577.9999611178027,1,0.19910711391497699,23,0.7391304347826086,0.9738474062964192,0.054932351600197646,0.12034274244980632,2023-09-27
11776.856784933792,577.9999611178027,1,0.17768567849337924,23,0.7391304347826086,0.8593729903058892,0.054932351600197646,0.12116709724030611,2023-09-28
11820.963020844169,577.9999611178027,1,0.18209630208441685,23,0.7391304347826086,0.8793868443248997,0.054932351600197646,0.12102765428253925,2023-09-29
11903.46068907067,577.9999611178027,1,0.1903460689070669,23,0.7391304347826086,0.9175248197474002,0.054932351600197646,0.12098014330487619,2023-10-02
11756.638666113307,577.9999611178027,1,0.17566386661133074,23,0.7391304347826086,0.8405798837622706,0.054932351600197646,0.12129012867287868,2023-10-03
11797.359539199368,577.9999611178027,1,0.17973595391993677,23,0.7391304347826086,0.8588398541312529,0.054932351600197646,0.1211467365418086,2023-10-04
11821.143496153636,577.9999611178027,1,0.1821143496153636,23,0.7391304347826086,0.8688039971291683,0.054932351600197646,0.12098505892931288,2023-10-05
12251.661906945626,577.9999611178027,1,0.22516619069456265,23,0.7391304347826086,1.0458638753383518,0.054932351600197646,0.12447954557461223,2023-09-19
12239.639629540357,12239.639629540357,0,0.22396396295403576,24,0.75,1.0384205972866247,0.054932351600197646,0.12431444000068706,2023-09-20
12228.011971892294,600.3543238289549,1,0.22280119718922942,24,0.75,1.0311779711233238,0.054932351600197646,0.12414971651510828,2023-09-21
11959.487698277579,600.3543238289549,1,0.19594876982775786,24,0.75,0.8965145674109769,0.054932351600197646,0.12538657240864262,2023-09-22
11891.380766128279,600.3543238289549,1,0.1891380766128279,24,0.75,0.862715300229262,0.054932351600197646,0.12532102352260208,2023-09-25
12059.113858195726,600.3543238289549,1,0.20591138581957258,24,0.75,0.9349206735077681,0.054932351600197646,0.12565585673007518,2023-09-26
12111.632459175353,600.3543238289549,1,0.21116324591753527,24,0.75,0.9567409071431762,0.054932351600197646,0.12552413869874585,2023-09-27
11895.574837742999,600.3543238289549,1,0.1895574837742999,24,0.75,0.8513194254591505,0.054932351600197646,0.1262718186982674,2023-09-28
11940.060598074084,600.3543238289549,1,0.19400605980740837,24,0.75,0.8697936594653939,0.054932351600197646,0.12612883915928555,2023-09-29
12023.268140518987,600.3543238289549,1,0.2023268140518987,24,0.75,0.9050631690261928,0.054932351600197646,0.1260705432700647,2023-10-02
11875.18274647452,600.3543238289549,1,0.18751827464745202,24,0.75,0.8340283375190202,0.054932351600197646,0.12634387811475906,2023-10-03
11916.254013681722,600.3543238289549,1,0.19162540136817224,24,0.75,0.850891063793619,0.054932351600197646,0.12619741844654692,2023-10-04
11940.242626333738,600.3543238289549,1,0.19402426263337383,24,0.75,0.8600744671169508,0.054932351600197646,0.12603421527000358,2023-10-05
11746.40516049723,600.3543238289549,1,0.174640516049723,24,0.75,0.7670464050885568,0.054932351600197646,0.12661177327064357,2023-10-06
11823.584432281596,600.3543238289549,1,0.18235844322815956,24,0.75,0.7998961326096479,0.054932351600197646,0.12654160642968865,2023-10-09
11937.815440951512,600.3543238289549,1,0.1937815440951512,24,0.75,0.8481542887699004,0.054932351600197646,0.1265959094787637,2023-10-10
